Location,Invasive,Num_Location,Cage_Number,Block,Trophic_Treatment,Plant,Biomass,Goldenrod_StemHeight,Goldenrod_StemCount,Mugwort_StemHeight,Mugwort_StemCount,Grasshopper_Start,Grasshopper_End,Grasshopper_Avg,Temp_MeanDaily,Temp_MeanMax
WaterProp,Mixed,14,14,5,Plant,Other,2.7,72.39,2,84.88,9,0,0,0,21.094,29.15
WaterProp,Mixed,15,15,5,Predator,Grass,8.2,55.88,4,51.91,4,5,0,2.5,21.094,29.15
WaterProp,Mixed,15,15,5,Predator,Mugwort,10.3,55.88,4,51.91,4,5,0,2.5,21.094,29.15
WaterProp,Mixed,15,15,5,Predator,Goldenrod,12.9,55.88,4,51.91,4,5,0,2.5,21.094,29.15
WaterProp,Mixed,15,15,5,Predator,Other,10.7,55.88,4,51.91,4,5,0,2.5,21.094,29.15
WaterProp,Native,16,16,6,Herbivore,Grass,2.2,29.84,2,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,16,16,6,Herbivore,Goldenrod,0,29.84,2,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,16,16,6,Herbivore,Other,17.5,29.84,2,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,17,17,6,Plant,Grass,10.2,29.05,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,17,17,6,Plant,Goldenrod,8.5,29.05,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,17,17,6,Plant,Other,41.6,29.05,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,18,18,6,Predator,Grass,2.9,42.54,2,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,18,18,6,Predator,Goldenrod,5,42.54,2,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,18,18,6,Predator,Other,54,42.54,2,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,19,19,7,Plant,Grass,10.5,42.54,2,0,0,0,0,0,21.094,29.15
WaterProp,Native,19,19,7,Plant,Goldenrod,6,42.54,2,0,0,0,0,0,21.094,29.15
WaterProp,Native,19,19,7,Plant,Other,28.4,42.54,2,0,0,0,0,0,21.094,29.15
WaterProp,Native,20,20,7,Predator,Grass,7.2,37.11,9,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,20,20,7,Predator,Goldenrod,18.4,37.11,9,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,20,20,7,Predator,Other,13.1,37.11,9,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,21,21,7,Herbivore,Grass,13,32,5,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,21,21,7,Herbivore,Goldenrod,11.3,32,5,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,21,21,7,Herbivore,Other,18.4,32,5,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,22,22,8,Plant,Grass,12.6,45.72,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,22,22,8,Plant,Goldenrod,19.5,45.72,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,22,22,8,Plant,Other,33.3,45.72,4,0,0,0,0,0,21.094,29.15
WaterProp,Native,23,23,8,Predator,Grass,4.9,28.1,4,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,23,23,8,Predator,Goldenrod,3.7,28.1,4,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,23,23,8,Predator,Other,51.9,28.1,4,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,24,24,8,Herbivore,Grass,8.1,33.27,5,0,0,5,1,3,21.094,29.15
WaterProp,Native,24,24,8,Herbivore,Goldenrod,12.9,33.27,5,0,0,5,1,3,21.094,29.15
WaterProp,Native,24,24,8,Herbivore,Other,32.7,33.27,5,0,0,5,1,3,21.094,29.15
WaterProp,Native,25,25,9,Predator,Grass,9.6,32.48,7,0,0,5,1,3,21.094,29.15
WaterProp,Native,25,25,9,Predator,Goldenrod,11.5,32.48,7,0,0,5,1,3,21.094,29.15
WaterProp,Native,25,25,9,Predator,Other,35.5,32.48,7,0,0,5,1,3,21.094,29.15
WaterProp,Native,26,26,9,Herbivore,Grass,3.9,32.26,5,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,26,26,9,Herbivore,Goldenrod,10.1,32.26,5,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,26,26,9,Herbivore,Other,39.3,32.26,5,0,0,5,2,3.5,21.094,29.15
WaterProp,Native,27,27,9,Plant,Grass,9.7,37.65,7,0,0,0,0,0,21.094,29.15
WaterProp,Native,27,27,9,Plant,Goldenrod,15.3,37.65,7,0,0,0,0,0,21.094,29.15
WaterProp,Native,27,27,9,Plant,Other,28.3,37.65,7,0,0,0,0,0,21.094,29.15
WaterProp,Native,28,28,10,Herbivore,Grass,5.7,43.74,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,28,28,10,Herbivore,Goldenrod,31.8,43.74,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,28,28,10,Herbivore,Other,13.6,43.74,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,29,29,10,Plant,Grass,2.4,34.03,12,0,0,0,0,0,21.094,29.15
WaterProp,Native,29,29,10,Plant,Goldenrod,33.3,34.03,12,0,0,0,0,0,21.094,29.15
WaterProp,Native,29,29,10,Plant,Other,12.4,34.03,12,0,0,0,0,0,21.094,29.15
WaterProp,Native,30,30,10,Predator,Grass,6.7,31.83,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,30,30,10,Predator,Goldenrod,15.2,31.83,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Native,30,30,10,Predator,Other,35.4,31.83,8,0,0,5,0,2.5,21.094,29.15
WaterProp,Invasive,31,31,11,Predator,Grass,10.3,0,0,75.4,15,5,1,3,21.094,29.15
WaterProp,Invasive,31,31,11,Predator,Mugwort,94.8,0,0,75.4,15,5,1,3,21.094,29.15
WaterProp,Invasive,31,31,11,Predator,Other,0,0,0,75.4,15,5,1,3,21.094,29.15
WaterProp,Invasive,32,32,11,Plant,Grass,4.1,0,0,64.51,17,0,0,0,21.094,29.15
WaterProp,Invasive,32,32,11,Plant,Mugwort,53.6,0,0,64.51,17,0,0,0,21.094,29.15
WaterProp,Invasive,32,32,11,Plant,Other,0.5,0,0,64.51,17,0,0,0,21.094,29.15
WaterProp,Invasive,33,33,11,Herbivore,Grass,10.7,0,0,45.67,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,33,33,11,Herbivore,Mugwort,27.2,0,0,45.67,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,33,33,11,Herbivore,Other,0,0,0,45.67,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,34,34,12,Plant,Grass,20.8,0,0,46.21,9,0,0,0,21.094,29.15
WaterProp,Invasive,34,34,12,Plant,Mugwort,21.8,0,0,46.21,9,0,0,0,21.094,29.15
WaterProp,Invasive,34,34,12,Plant,Other,0,0,0,46.21,9,0,0,0,21.094,29.15
WaterProp,Invasive,35,35,12,Predator,Grass,16.5,0,0,47.34,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,35,35,12,Predator,Mugwort,36,0,0,47.34,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,35,35,12,Predator,Other,0,0,0,47.34,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,36,36,12,Herbivore,Grass,6.9,0,0,60.52,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,36,36,12,Herbivore,Mugwort,48.1,0,0,60.52,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,36,36,12,Herbivore,Other,3.3,0,0,60.52,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,37,37,13,Herbivore,Grass,11.5,0,0,52.7,13,5,0,2.5,21.094,29.15
WaterProp,Invasive,37,37,13,Herbivore,Mugwort,60.7,0,0,52.7,13,5,0,2.5,21.094,29.15
WaterProp,Invasive,37,37,13,Herbivore,Other,3.2,0,0,52.7,13,5,0,2.5,21.094,29.15
WaterProp,Invasive,38,38,13,Plant,Grass,8.7,0,0,51.59,8,0,0,0,21.094,29.15
WaterProp,Invasive,38,38,13,Plant,Mugwort,45.4,0,0,51.59,8,0,0,0,21.094,29.15
WaterProp,Invasive,38,38,13,Plant,Other,1,0,0,51.59,8,0,0,0,21.094,29.15
WaterProp,Invasive,39,39,13,Predator,Grass,16.9,0,0,37.46,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,39,39,13,Predator,Mugwort,47.7,0,0,37.46,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,39,39,13,Predator,Other,3.6,0,0,37.46,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,40,40,14,Predator,Grass,31.2,0,0,48.61,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,40,40,14,Predator,Mugwort,18.4,0,0,48.61,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,40,40,14,Predator,Other,0,0,0,48.61,9,5,0,2.5,21.094,29.15
WaterProp,Invasive,41,41,14,Herbivore,Grass,22.7,0,0,36.51,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,41,41,14,Herbivore,Mugwort,35.2,0,0,36.51,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,41,41,14,Herbivore,Other,1.8,0,0,36.51,10,5,0,2.5,21.094,29.15
WaterProp,Invasive,42,42,14,Plant,Grass,17.4,0,0,47.43,10,0,0,0,21.094,29.15
WaterProp,Invasive,42,42,14,Plant,Mugwort,27.4,0,0,47.43,10,0,0,0,21.094,29.15
WaterProp,Invasive,42,42,14,Plant,Other,0,0,0,47.43,10,0,0,0,21.094,29.15
WaterProp,Invasive,43,43,15,Herbivore,Grass,5.7,0,0,59.05,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,43,43,15,Herbivore,Mugwort,63.5,0,0,59.05,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,43,43,15,Herbivore,Other,0.7,0,0,59.05,12,5,0,2.5,21.094,29.15
WaterProp,Invasive,44,44,15,Plant,Grass,5.1,0,0,66.04,11,0,0,0,21.094,29.15
WaterProp,Invasive,44,44,15,Plant,Mugwort,70.5,0,0,66.04,11,0,0,0,21.094,29.15
WaterProp,Invasive,44,44,15,Plant,Other,1.3,0,0,66.04,11,0,0,0,21.094,29.15
WaterProp,Invasive,45,45,15,Predator,Grass,1.7,0,0,56.2,16,5,0,2.5,21.094,29.15
WaterProp,Invasive,45,45,15,Predator,Mugwort,72.5,0,0,56.2,16,5,0,2.5,21.094,29.15
WaterProp,Invasive,45,45,15,Predator,Other,4.1,0,0,56.2,16,5,0,2.5,21.094,29.15
Flanders,Mixed,1,46,16,Herbivore,Grass,1.1,33.02,8,43.66,4,5,1,3,21.065,31.83
Flanders,Mixed,1,46,16,Herbivore,Mugwort,21.1,33.02,8,43.66,4,5,1,3,21.065,31.83
Flanders,Mixed,1,46,16,Herbivore,Goldenrod,24.3,33.02,8,43.66,4,5,1,3,21.065,31.83
Flanders,Mixed,1,46,16,Herbivore,Other,45.9,33.02,8,43.66,4,5,1,3,21.065,31.83
Flanders,Mixed,2,47,16,Plant,Grass,1.6,24.91,9,29.28,9,0,0,0,21.065,31.83
Flanders,Mixed,2,47,16,Plant,Mugwort,38.8,24.91,9,29.28,9,0,0,0,21.065,31.83
Flanders,Mixed,2,47,16,Plant,Goldenrod,31.5,24.91,9,29.28,9,0,0,0,21.065,31.83
Flanders,Mixed,2,47,16,Plant,Other,12.9,24.91,9,29.28,9,0,0,0,21.065,31.83
Flanders,Mixed,3,48,16,Predator,Grass,0,41.02,5,34.92,5,5,1,3,21.065,31.83
Flanders,Mixed,3,48,16,Predator,Mugwort,24.3,41.02,5,34.92,5,5,1,3,21.065,31.83
Flanders,Mixed,3,48,16,Predator,Goldenrod,21,41.02,5,34.92,5,5,1,3,21.065,31.83
Flanders,Mixed,3,48,16,Predator,Other,31.4,41.02,5,34.92,5,5,1,3,21.065,31.83
Flanders,Mixed,4,49,17,Predator,Grass,0,35.56,10,33.91,10,5,0,2.5,21.065,31.83
Flanders,Mixed,4,49,17,Predator,Mugwort,11.7,35.56,10,33.91,10,5,0,2.5,21.065,31.83
Flanders,Mixed,4,49,17,Predator,Goldenrod,33.6,35.56,10,33.91,10,5,0,2.5,21.065,31.83
Flanders,Mixed,4,49,17,Predator,Other,5.9,35.56,10,33.91,10,5,0,2.5,21.065,31.83
Flanders,Mixed,5,50,17,Plant,Grass,0.1,30.69,12,35.05,10,0,0,0,21.065,31.83
Flanders,Mixed,5,50,17,Plant,Mugwort,14,30.69,12,35.05,10,0,0,0,21.065,31.83
Flanders,Mixed,5,50,17,Plant,Goldenrod,49.5,30.69,12,35.05,10,0,0,0,21.065,31.83
Flanders,Mixed,5,50,17,Plant,Other,1.7,30.69,12,35.05,10,0,0,0,21.065,31.83
Flanders,Mixed,6,51,17,Herbivore,Grass,0.5,43.5,6,39.69,12,5,0,2.5,21.065,31.83
Flanders,Mixed,6,51,17,Herbivore,Mugwort,51.2,43.5,6,39.69,12,5,0,2.5,21.065,31.83
Flanders,Mixed,6,51,17,Herbivore,Goldenrod,34.3,43.5,6,39.69,12,5,0,2.5,21.065,31.83
Flanders,Mixed,6,51,17,Herbivore,Other,48.5,43.5,6,39.69,12,5,0,2.5,21.065,31.83
Flanders,Mixed,7,52,18,Plant,Grass,0.4,26.67,4,35,8,0,0,0,21.065,31.83
Flanders,Mixed,7,52,18,Plant,Mugwort,40.2,26.67,4,35,8,0,0,0,21.065,31.83
Flanders,Mixed,7,52,18,Plant,Goldenrod,25.9,26.67,4,35,8,0,0,0,21.065,31.83
Flanders,Mixed,7,52,18,Plant,Other,14.3,26.67,4,35,8,0,0,0,21.065,31.83
Flanders,Mixed,8,53,18,Predator,Grass,0,31.11,3,34.66,12,5,0,2.5,21.065,31.83
Flanders,Mixed,8,53,18,Predator,Mugwort,37.7,31.11,3,34.66,12,5,0,2.5,21.065,31.83
Flanders,Mixed,8,53,18,Predator,Goldenrod,15,31.11,3,34.66,12,5,0,2.5,21.065,31.83
Flanders,Mixed,8,53,18,Predator,Other,50.1,31.11,3,34.66,12,5,0,2.5,21.065,31.83
Flanders,Mixed,9,54,18,Herbivore,Grass,0,24.76,6,28.48,7,5,0,2.5,21.065,31.83
Flanders,Mixed,9,54,18,Herbivore,Mugwort,15.5,24.76,6,28.48,7,5,0,2.5,21.065,31.83
Flanders,Mixed,9,54,18,Herbivore,Goldenrod,17.3,24.76,6,28.48,7,5,0,2.5,21.065,31.83
Flanders,Mixed,9,54,18,Herbivore,Other,27.7,24.76,6,28.48,7,5,0,2.5,21.065,31.83
Flanders,Mixed,10,55,19,Predator,Grass,8.1,18.6,7,23.78,9,5,0,2.5,21.065,31.83
Flanders,Mixed,10,55,19,Predator,Mugwort,18.9,18.6,7,23.78,9,5,0,2.5,21.065,31.83
Flanders,Mixed,10,55,19,Predator,Goldenrod,6.6,18.6,7,23.78,9,5,0,2.5,21.065,31.83
Flanders,Mixed,10,55,19,Predator,Other,10.6,18.6,7,23.78,9,5,0,2.5,21.065,31.83
Flanders,Mixed,11,56,19,Plant,Grass,13,23.85,7,21.4,10,0,0,0,21.065,31.83
Flanders,Mixed,11,56,19,Plant,Mugwort,16,23.85,7,21.4,10,0,0,0,21.065,31.83
Flanders,Mixed,11,56,19,Plant,Goldenrod,20.1,23.85,7,21.4,10,0,0,0,21.065,31.83
Flanders,Mixed,11,56,19,Plant,Other,9.3,23.85,7,21.4,10,0,0,0,21.065,31.83
Flanders,Mixed,12,57,19,Herbivore,Grass,7.5,21.75,8,18.03,10,5,0,2.5,21.065,31.83
Flanders,Mixed,12,57,19,Herbivore,Mugwort,7.9,21.75,8,18.03,10,5,0,2.5,21.065,31.83
Flanders,Mixed,12,57,19,Herbivore,Goldenrod,17.1,21.75,8,18.03,10,5,0,2.5,21.065,31.83
Flanders,Mixed,12,57,19,Herbivore,Other,12.1,21.75,8,18.03,10,5,0,2.5,21.065,31.83
Flanders,Mixed,13,58,20,Herbivore,Grass,17,22.08,9,23.49,6,5,0,2.5,21.065,31.83
Flanders,Mixed,13,58,20,Herbivore,Mugwort,9.4,22.08,9,23.49,6,5,0,2.5,21.065,31.83
Flanders,Mixed,13,58,20,Herbivore,Goldenrod,19.3,22.08,9,23.49,6,5,0,2.5,21.065,31.83
Flanders,Mixed,13,58,20,Herbivore,Other,0.9,22.08,9,23.49,6,5,0,2.5,21.065,31.83
Flanders,Mixed,14,59,20,Plant,Grass,41.9,24.13,12,32,1,0,0,0,21.065,31.83
Flanders,Mixed,14,59,20,Plant,Mugwort,4.1,24.13,12,32,1,0,0,0,21.065,31.83
Flanders,Mixed,14,59,20,Plant,Goldenrod,16.8,24.13,12,32,1,0,0,0,21.065,31.83
Flanders,Mixed,14,59,20,Plant,Other,4.8,24.13,12,32,1,0,0,0,21.065,31.83
Flanders,Mixed,15,60,20,Predator,Grass,6.3,25.96,9,22.86,2,5,2,3.5,21.065,31.83
Flanders,Mixed,15,60,20,Predator,Mugwort,3.4,25.96,9,22.86,2,5,2,3.5,21.065,31.83
Flanders,Mixed,15,60,20,Predator,Goldenrod,8.5,25.96,9,22.86,2,5,2,3.5,21.065,31.83
Flanders,Mixed,15,60,20,Predator,Other,32.3,25.96,9,22.86,2,5,2,3.5,21.065,31.83
Flanders,Native,16,61,21,Plant,Grass,10.6,69.35,14,0,0,0,0,0,21.065,31.83
Flanders,Native,16,61,21,Plant,Goldenrod,55.9,69.35,14,0,0,0,0,0,21.065,31.83
Flanders,Native,16,61,21,Plant,Other,3.1,69.35,14,0,0,0,0,0,21.065,31.83
Flanders,Native,17,62,21,Predator,Grass,11.7,65.4,12,0,0,5,0,2.5,21.065,31.83
Flanders,Native,17,62,21,Predator,Goldenrod,30.1,65.4,12,0,0,5,0,2.5,21.065,31.83
Flanders,Native,17,62,21,Predator,Other,3.4,65.4,12,0,0,5,0,2.5,21.065,31.83
Flanders,Native,18,63,21,Herbivore,Grass,9.9,69.12,7,0,0,5,1,3,21.065,31.83
Flanders,Native,18,63,21,Herbivore,Goldenrod,56.3,69.12,7,0,0,5,1,3,21.065,31.83
Flanders,Native,18,63,21,Herbivore,Other,0,69.12,7,0,0,5,1,3,21.065,31.83
Flanders,Native,19,64,22,Herbivore,Grass,0,66.2,4,0,0,5,0,2.5,21.065,31.83
Flanders,Native,19,64,22,Herbivore,Goldenrod,10.7,66.2,4,0,0,5,0,2.5,21.065,31.83
Flanders,Native,19,64,22,Herbivore,Other,63.5,66.2,4,0,0,5,0,2.5,21.065,31.83
Flanders,Native,20,65,22,Predator,Grass,4.5,58.81,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,20,65,22,Predator,Goldenrod,47.8,58.81,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,20,65,22,Predator,Other,4.7,58.81,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,21,66,22,Plant,Grass,0.5,70.52,21,0,0,0,0,0,21.065,31.83
Flanders,Native,21,66,22,Plant,Goldenrod,81.7,70.52,21,0,0,0,0,0,21.065,31.83
Flanders,Native,21,66,22,Plant,Other,12.6,70.52,21,0,0,0,0,0,21.065,31.83
Flanders,Native,22,67,23,Plant,Grass,3.5,58.53,12,0,0,0,0,0,21.065,31.83
Flanders,Native,22,67,23,Plant,Goldenrod,37.8,58.53,12,0,0,0,0,0,21.065,31.83
Flanders,Native,22,67,23,Plant,Other,6.2,58.53,12,0,0,0,0,0,21.065,31.83
Flanders,Native,23,68,23,Predator,Grass,7,59.89,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,23,68,23,Predator,Goldenrod,47.1,59.89,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,23,68,23,Predator,Other,19.1,59.89,13,0,0,5,0,2.5,21.065,31.83
Flanders,Native,24,69,23,Herbivore,Grass,0,56.68,19,0,0,5,0,2.5,21.065,31.83
Flanders,Native,24,69,23,Herbivore,Goldenrod,55.7,56.68,19,0,0,5,0,2.5,21.065,31.83
Flanders,Native,24,69,23,Herbivore,Other,10.3,56.68,19,0,0,5,0,2.5,21.065,31.83
Flanders,Native,25,70,24,Plant,Grass,0,50.32,29,0,0,0,0,0,21.065,31.83
Flanders,Native,25,70,24,Plant,Goldenrod,48.7,50.32,29,0,0,0,0,0,21.065,31.83
Flanders,Native,25,70,24,Plant,Other,21.9,50.32,29,0,0,0,0,0,21.065,31.83
Flanders,Native,26,71,24,Herbivore,Grass,0,72.14,10,0,0,5,0,2.5,21.065,31.83
Flanders,Native,26,71,24,Herbivore,Goldenrod,67.3,72.14,10,0,0,5,0,2.5,21.065,31.83
Flanders,Native,26,71,24,Herbivore,Other,10.1,72.14,10,0,0,5,0,2.5,21.065,31.83
Flanders,Native,27,72,24,Predator,Grass,0,76.02,18,0,0,5,0,2.5,21.065,31.83
Flanders,Native,27,72,24,Predator,Goldenrod,71,76.02,18,0,0,5,0,2.5,21.065,31.83
Flanders,Native,27,72,24,Predator,Other,1.8,76.02,18,0,0,5,0,2.5,21.065,31.83
Flanders,Native,28,73,25,Plant,Grass,5.7,62.23,20,0,0,0,0,0,21.065,31.83
Flanders,Native,28,73,25,Plant,Goldenrod,48.3,62.23,20,0,0,0,0,0,21.065,31.83
Flanders,Native,28,73,25,Plant,Other,2.8,62.23,20,0,0,0,0,0,21.065,31.83
